NOMBRE;LINK
CORPOAGRI  ;
SPAREPARTSDIESEL COMERCIALIZADORA DIESEL REPUESTOS JM DIESEL REPUESTOS JM CIA.LTDA.;
BRAINLINK C.A.;
BOUTIQUE THREESANZ COMERCIALIZADORA FULLMODA  ;
RIOGESPEL CIA.LTDA.;
SERVICIOS TURISTICOS DIVIAGGIO  ;
ESTUDIO JURÍDICO FELIX & LARA FEXLAR CIA.LTDA.;
COMERCIALIZADOR COMPLANCELL  ;
CARWILD RENT A CAR CIA.LTDA.;
CARNICOSLUA C.L.;
SERVICIOSGLOBALES  ;
;
BIGANDCLEAN CIA.LTDA.;
PROCURATIO COUNSELING, MANAGEMENT & LEGAL SERVICES CIA.LTDA.;
DISTRIBUIDORA VALENCIA & VALENCIA DISTRIVALENCIA CIA.LTDA.;
CARSIMZA  ;
INDUSTRIA ALIMENTICIA NATIVEARTH FOODS NATIVEARTH  ;
CONSTRUCCIONES Y SERVICIOS IVED  ;
ACCURATE&HIT CIA.LTDA.;
ARGUDO&ASOCIADOS AJUSTADORA DE SINIESTROS CIA.LTDA.;
RIO ING CONSTRUCTORA NV&Q CIA.LTDA.;
CONSTRUCTORA COMERCIALIZADORA FERANIT CIA.LTDA.;
;
INSTITUTO DE EDUCACIÓN TÉCNICA PROFESIONAL INTEP CIA.LTDA.;
ACTUARIAL STRATEGIC CONSULTANT COMPANY ASCC CA C.A.;
OPERADORA DE AVENTURA MARTINEZ & MARTINEZ CBH CLIMBIKEHIKE CIA.LTDA.;
RIOTECHSERVICES CIA.LTDA.;
LEUDINEINC  ;
ALIMENTOS SALUDABLES PARA EL MUNDO TRES JUANES BETTERFOOD  ;
INDUSTRIA ALIMENTICIA CEMARVILL CIA.LTDA.;
DEPROMO PUBLICIDAD CIA.LTDA.;
INTERNACIONAL CADSFLAY  ;
DMLTECH SOLUCIONES Y TECNOLOGÍAS  ;
DAPERJAC SOLUPRINTER SOLUCIONES INTEGRALES DASOLUPRINT  ;
EMPRESA DE TRANSPORTE DE CARGA PESADA TRANSPORTES MONODAN TRANSMONODAN  ;
CONSULTORA BIORED-MED  ;
;
OREP REPRESENTACIONES CIA.LTDA.;
SERVICIO DE LIMPIEZA Y MANTENIMIENTO INSTITUCIONAL ''BARRERA & RIOFRIO'' SUPERCLEANSA  ;
CLINICA GUAMAN REIMUNDO HEALTSERVICE CIA.LTDA.;
CLINICA VETERINARIA MARTINEZ E HIJOS SANTABARBARA CIA.LTDA.;
SYH ENGINEERING CIA.LTDA.;
ASESORIA, CONSULTORIA, AUDITORIA, PROYECTOS Y CAPACITACIONES TARANTO, BRIONES & ORTEGA TBO  ;
COMERCIALIZADORA Y EXPORTADORA PITAYUMI  ;
EMPRESA DE MEDIOS PUBLICITARIOS TECNOLOGICOS PUBLITECHSA  ;
DFSCOM DARWIN SALGADO COMUNICACIONES CIA.LTDA.;
BLOMBOSASOCIADAS CIA.LTDA.;
FIRMA AUDITORA, CONSULTORA Y CONTABLE RUIZ & RUIZ AUDITORES CONTADORES RUIZAUDIT C.L.;
BUSINESS ADVICE ASESORAMIENTO EMPRESARIAL ''ASOEMP'' CIA.LTDA.;
CONSULTORA ESTUDIOS & PROYECTOS OSCE CIA.LTDA.;
SEGURIDAD INDUSTRIAL CEDEÑO & LOOR SEGINDCELO CIA.LTDA.;
SEINSEL SERVICIOS DE INGENIERIA Y SOLUCIONES ELECTRICAS CIA.LTDA.;
SERVICIOS AUDITORES CONFITRI CONFITRISA  ;
IMPORTSEG DISTRIBUIDORA SOLVEX ECUADOR CIA.LTDA.;
PESQUERA ESPINPLAC  ;
ELECTRONICA-MEDICA CIA.LTDA.;
SEGURIDAD GLOBAL PROFESIONAL SPEEDSEGURIDAD CIA.LTDA.;
INNOVASEGURIDAD CIA.LTDA.;
SEGURIDAD INTEGRAL ELITESEG CIA.LTDA.;
ECUPAYMENTS  ;
COMERCIALIZADORA MASTERK DEL ECUADOR MASTERKECUADOR CIA.LTDA.;
DISPROCIVIL CIA.LTDA.;
MEIMPORTO CIA.LTDA.;
MESTIZO CONSULTORES AMBIENTALES SERVICIOS DE ASESORÍA Y CONSULTORÍA CONMESTIZO COMPAÑIA DE ;
RESPONSABILIDAD LIMITADA;
QTM CONSTRUCTORES CIA.LTDA.;
ALEBARAN  ;
ECUAJJLI CIA.LTDA.;
AIOCOS  ;
FAVEN  ;
SERVICIOS DE VERIFICACION AGRICOLA VERIBANZAMAR  ;
GESTIÓN EMPRESARIAL INTEGRAL ASESORES & CONSULTORES EMPRESARIALES PRESCONSUL CIA.LTDA.;
ELITE INTEGRAL SOLUTIONS ELISOLCOM  ;
ZOOMMATIKA SERVICIOS  ;
CROMANOVA SCIENTIFIC CROMASCIENTIFIC  ;
LABORATORIO PUNTARRECIFE  ;
EMPRESA J&B LOGISTICS CUSTOMS INTERNATIONAL CUSINTER CIA.LTDA.;
IE FOOD MACHINERY IEFM  ;
;
MAREABAGS  ;
TEXTILES Y DISEÑO DESIGNTEXTILE CIA.LTDA.;
ECOCAPACITAR  ;
PROMAXTAPE  ;
APST CIA.LTDA.;
360 GRADOS LIFT ASSOCIATES 360LIFT  ;
SIDOELECECUADOR  ;
ESCALAHUMANA CIA.LTDA.;
GOLDEN BEARS STRONG CIA.LTDA.;
COINTERDI CIA.LTDA.;
BRILLANTGROUP C.L.;
BRILLOTOTAL CIA.LTDA.;
SUMMERWIND-ECUADOR  ;
INRAMARCA-ECUADOR C.A.;
INDUSTRIA DE CHANCHITOS INDUCHAN  ;
RUMBO TRAVEL RUMTRAV CIA.LTDA.;
IMPORTADORA COVASA CVSIMPORT CIA.LTDA.;
TRAINING ALTATIERRA & ASOCIADOS ALTIERCAHEX  ;
TAMARQPRO CIA.LTDA.;
MAU EVENTOS  ;
GLOBAL GLSERVTAPP CIA.LTDA.;
LAPRODUCTORA-TV  ;
SUMAK KAMARI SUMKA CIA.LTDA.;
L&T CORREDOR DE SEGUROS LTBROKSEG CIA.LTDA.;
AUTOELITE  ;
INZUASTIIMPORT  ;
COBRANZAS ASESORIA LEGAL Y EMPRESARIAL COBRANFIN  ;
;
ZONNACELL  ;
LIONINVEST  ;
COMERCIALIZADORA LARA ROMERO COMLAROME  ;
ICONTROLSYSTEMS INGENIERÍA DE SISTEMAS, CONTROL, DISEÑO DE SOFTWARE Y HARDWARE CIA.LTDA.;
ESTUDIO JURÍDICO NOBOA RIVERA & ASOCIADOS ESJUNORI  ;
CONSULSTERLING  ;
DISTRIBUCION Y COMERCIO TCSTORE  ;
MASPORMENOS CIA.LTDA.;
FATTUNA  ;
COVAVID CIA.LTDA.;
ESCUELA SUPERIOR DE INTELIGENCIA COMERCIAL TRADEINTELLIGENCE  ;
CLINICA DE ESPECIALIDADES ESTETICAS MONTERO ANTI-AGING  ;
MEGA INDUSTRIAL ORIENTE MEGAINDUSTRIALORIENTE  ;
;
GENERAL SOLUTIONS IMPORT GERALIMPORT  ;
EQUINOXIO FLEURS SARLEQUINOXIO  ;
ICE PETALS ICEPETALSA  ;
CONSTRUCTORA OBRYSER CIA.LTDA.;
SECURITYANDBUSINESS  ;
INTELIGENCIA DE NEGOCIOS AVANZADA ECUADORBICON CIA.LTDA.;
TRIPIFY  ;
EMPROCAST  ;
GIRA TOURS ECUADOR GIRET CIA.LTDA.;
MOBILPHONE ACCESORIES SIGG CIA.LTDA.;
SECURITY PLATFORM SECPLATFOR CIA.LTDA.;
HERRERA SEGURIDAD CARRIDOCOM CIA.LTDA.;
ERATEK SOLUCIONES TECNOLOGICAS CIA.LTDA.;
SERVICIOS DE LIMPIEZA ESPECIALIZADA LA PULCRA  ;
INTERNATIONAL PACIFIC BUSINESS COMPANY INPABUC  ;
EBT CIA.LTDA.;
ECUAFRESH SHRIMP ECUSHRIMP  ;
CORPORACIÓN INOVA  ;
ESCUELA LEGAL ECUADOR ESLEEC COMPAÑIA DE RESPONSABILIDAD LIMITADA;
OSZY ALVARADO CONSTRUCTORA CIA.LTDA.;
LEEGLOBAL CORP  ;
C2S CONSULTING ECUADOR  ;
DISEÑOS Y CONSTRUCCIONES ELECTRICASJONATHANCORDOVA TRIELECTRIC  ;
MSTAR SOLUTIONS ECUADOR MSEC  ;
''ACG'' ATTESTING & CONSULTING GROUP C.L.;
KD CONSTRUCCIONES KEDACONSTRU CIA.LTDA.;
COMPAÑIA CONSTRUCTORA VELQUI CONSVELQUI  ;
;
INALESCAS CIA.LTDA.;
SAICONS&ICS  ;
TECNOLOGÍA PARA LA INDUSTRIA JGNOVA  ;
BIG SMART SOLUTIONS SMARTBIG  ;
LOUNGESTYLING  ;
ISAMM DISTRIBUIDORA FARMACEUTICA  ;
PROSPECTUSLAW C.A.;
BLUE TALENT BLUETALENTEC  ;
JOSE REAL SEGURIDAD PRIVADA J&RSEGCOM CIA.LTDA.;
LDMS LABORATORIO DE MECÁNICA DE SUELOS Y DISEÑOS CIA.LTDA.;
ÑUKATAMAJU CIA.LTDA.;
CENTRO DE DISTRIBUCIÓN Y LOGÍSTICA CDYLOG  ;
;
TECNOLOGIA Y SOLUCIONES DISRUPTIVAS TENTIVA  ;
SOLUCIONES LEGALES Y EXTRAJUDICIALES SOLEXFERELI CIA.LTDA.;
E2E ASESORIA PROFESIONAL EN LOGISTICA DE COMERCIO EXTERIOR Y ADUANA  ;
MISTER-BRAT  ;
BCCYCLES INTEGRAL SERVICES C.L.;
EL ROBLE MARKET ROBLEHYC CIA.LTDA.;
SMARTBP  ;
INMOMACARENA  ;
SYSTEM HACK SYSTEMHACK  ;
E2E MAINTECSA SOCIEDAD ANÓNIMA;
LOAIZA CARRERA ALIANZA DE SERVICIOS ALCASERVICIOSYLOGISTICA  ;
ASETRIF CIA.LTDA.;
ICONICA INMOBILIARIA ICOINMO  ;
AAAVOLTEC CIA.LTDA.;
;
ONTARGET COMERCIO & REPRESENTACIONES SOCIEDAD ANÓNIMA;
BISONICORP C.L.;
ASISTENCIA EXPRESS ASISEXPR  ;
CABOCONSTRUCTION SERVICES CIA.LTDA.;
CPGN CORP  ;
AGENCIA ASESORA PRODUCTORA DE SEGUROS MARIA GRACIELA TORRES Y MONICA IZURIETA BROKERP&G CIA.LTDA. CIA.LTDA.;
CORPORACION LEGAL MINERA CORPLEMINING CIA.LTDA.;
MOREICANT CIA.LTDA.;
SERPROLIMP CLEAN ENVY  ;
FLOTA BACULIMA TRANSFLOTABACULIMA C.A.;
DISTSIERRA CIA.LTDA.;
;
HERÓN CONSULTORES INGHERCON  ;
VISION LOGISTICS LOGVI CIA.LTDA.;
FINANCIAL & TAX PLANING FTPAUDITORES CIA.LTDA.;
SERVICIO DE MANTENIMIENTO Y REPARACIÓN MOTORCYCLESERVI  ;
ZAMBUZ TROPICAL FRUITS CIA.LTDA.;
MHAX INGENIERIA CIA.LTDA.;
ARQSOLUV ''ARQUITECTURA Y SOLUCIONES VERDES''  ;
INOVASERTEC  ;
TRYNICE TRAINING & CONSULTING  ;
EXPERTROPOLIS CORPORACIÓN CEAL INSPECTORA DE RIESGOS CIA.LTDA.;
PROEXPONENTE  ;
CONSTRUCELITE GARBEN JEARGAN  ;
BLACIO DEPOSITO DE CONTENEDORES BLADECON CONTENEDORESBLADECON  ;
EVESENGINEERING EVALUACION ESPECIALIZADA CIA.LTDA.;
AGENCIA DE MARKETING DIGITAL Y CUSTOMER EXPERIENCE SOCIAL SELLING SOCIALSELLING  ;
HOLGUIN DISTRIBUTION HOLDIST  ;
TOISAN FILMS PRODUCCIONES PPJ CIA.LTDA.;
SURAGRO S. A. CIASURAGRO  ;
INSUMOS MEDICOS IMPORTACIONES INMEDIM  ;
MOVILTECHNOLOGY  ;
SPORT MAN DUQUE SPORTMANDUQUE CIA.LTDA.;
DISEÑO Y CONSTRUCCIÓN GEOTÉCNICO CONSULTORA Y CONSTRUCTORA DICONSGEOTÉCNICO CIA.LTDA.;
BONAOMODA  ;
CONSULTORES Y AUDITORES POLARIS COAUPO C.A.;
JACKERCLEANING  ;
JOYTECH  ;
CONSTRUCCIÓN Y MANTENIMIENTOS INTEGRALES COMANINTEGSA  ;
;
SERCONTRILAB  ;
INDUSTRIAS RIVAS JMRD C.A.;
SOTO LOUNGE JSL  ;
ORL CENTER CIA.LTDA.;
INTERNATIONAL SOLUTION PROTECTION SECURITY BINTSEPRO C.L.;
SINLIMITESTOURS CIA.LTDA.;
ORANGE ENGLISH ORANGEENGLISH CIA.LTDA.;
PRODUCTOS Y SERVICIOS GONZALEZ PSGG  ;
QUEVEDO Y VILLAFUERTE ODONTOLOGOS QVO  ;
BEER BANG BERWERY BBBCRAFBEER  ;
BELLEZAPP EN TODO LUGAR BELLEZAKVZ  ;
SERVICIOS COMUNICACIONALES LIDER LIDERFM  ;
;
JIMMY GUILLEN JGTIRES  ;
ECUAMUNDO TOURING ECTOURING  ;
TEARDOWN SOLUTIONS C.A.;
AUREA-PROJECT-DEVELOPMENT CIA.LTDA.;
COMPAÑIA CONSTRUCTORA DE PLANIFICACIÓN, FISCALIZACIÓN Y CONSTRUCCIÓN PLANIFISCONST  ;
IMPORTADORA WIMONS IMPORWIMONS  ;
AZAZEL CIA.LTDA.;
SPINPLAGS  ;
EXCELLER  ;
EXCCELL CORPORATION  ;
COR JESU TARBERNÅCULUM ALTÍSIMI CJTA C.A.;
DALE PLAY COMUNICACIONES DALEPLAY CIA.LTDA.;
ACUIMAGG INTERNACIONAL CIA.LTDA.;
COMERCIALIZADORA INDUSTRIAL ALIMENTICIA TECH POL TECHPOLSKA  ;
RADIO SON-DE-MANTA  ;
RADIOSULTANA  ;
LUBRICADORASANTISIMA  ;
ZEABELLEZA  ;
GREENLANDECU CIA.LTDA.;
LACGRICOLA -AGROINDUSTRIAL- CIA.LTDA.;
ZRCONSTRUC&ASO CONSTRUCCIONES ZURITA  ;
JALEXIN ECUADOR C.LTDA.;
BANQUETE DE PLATON BANQPLATON  ;
DEVELHOUSE C.L.;
JCM SERVICIO DE ASESORÍA CONTABLE E IMPUESTOS ''JCM SERVCONT''   JCMSERVCONT  ;
WATTIO SOLUCIONES  ;
INGPROAIRE C.L.;
AGENCIA DE VIAJES NEO-TRAVESÍA CIA.LTDA.;
3XIN INDUSTRIAL C.L.;
SHADAI-MOTOR MR SHADAI-MOTOR  ;
LABORATORIO DE LARVAS ARRECIFE LARVARRECIFE  ;
ENGINEERSGROUP  ;
E&N INGENIERIA CIA.LTDA.;
AMAZON ECOLOGICAL LANDSCAPE AEL C.L.;
EDUCACION-VOLUNTARIADO-TURISMO-EDVOTUR  ;
MUNDO MARINO TRAVEL MUNMARINO CIA.LTDA.;
BARREIRO CONSULTORES CONSULBARREIRO  ;
GSPE SEGURIDAD CIA.LTDA.;
DATAGENESIS CORP  ;
CORAZLEGAL  ;
DAVOLUTIONS  ;
RECARGAS Y BOLETOS ELECTRONICOS RBELEC  ;
MODELOCOM  ;
MUNDOS&H  ;
ROPROAOL CIA.LTDA.;
REGENERAMED  ;
TECH MANAGEMENT SOLUTIONS NETALLCOM CIA.LTDA.;
BEBRAND-IBLG CIA.LTDA.;
INCODI CONSTRUCTORES - CONSULTORES CIA.LTDA.;
INCA GLOBAL TOURS AGENCIADETURISMO CIA.LTDA.;
PIXAN CIA.LTDA.;
LA LLAMA ROJA LALLAMAROJA CIA.LTDA.;
BANANAENTERTAINMENT CIA.LTDA.;
NATURAL SMART WELLNESSCOMPANY CIA.LTDA.;
COMERCIALIZADORA DE INSUMOS PARA LA PRODUCCIÓN AJV-SUPPLY  ;
CENTRO DE CAPACITACIÓN POLITÉCNICA CCPOLITÉCNICA CIA.LTDA.;
YARN  ;
;
''SPIE'' SECURITY AND INVESTIGATION COMPANY SPIESEC CIA.LTDA.;
EXTREMETRAVEL CIA.LTDA.;
MLAUDIT CIA.LTDA.;
INTERSERVICIOS CIA.LTDA.;
PROTOTIPOS INDUSTRIALES DEL ECUADOR PROTINDEC CIA.LTDA.;
HUAYU  ;
CONTRUINMOBILIA  ;
MANAPESCO  ;
SIFAC  ;
APOLOS RENT CAR APOLOSCAR  ;
ARROYODELRIO CONSULTORES CIA.LTDA.;
PALUCK CIA.LTDA.;
URSAF CONSTRUCTORA CIA.LTDA.;
ADAU CIA.LTDA.;
ESPERON  ;
QUANTIMEDIC  ;
PLATAFORMA DIGITAL VOCESECU CIA.LTDA.;
PACGZE  ;
CONEXIONCORPORATION  ;
ANDIPETROL  ;
AGRICOMMERCE CIA.LTDA.;
BLENET CIA.LTDA.;
SEGURIDAD CONDOR DEL ECUADOR SCODA COMPAÑIA DE RESPONSABILIDAD LIMITADA;
INMOQL  ;
ARQCONRES  ;
CONSULTORA THEMIS C&CH FIRMAJURIDICA CIA.LTDA.;
GAUDI DENT CLINICA ODONTOLOGICA ESPECIALIZADA GAUDI-DENT C.L.;
IMEDICECUATORIANA  ;
NETSOTECH SOLUCIONES INTEGRALES NETSOTECHSA  ;
BONSUCCES  ;
MAVERICKCORP CIA.LTDA.;
COPA TECHNOLOGIES COPATECH  ;
N&C ARQUITECTOS INTECHBUILDING CIA.LTDA.;
ECUMACAO  ;
THREE BROTHERS COMERCIAL3BROTHERS C.A.;
DGM CIA.LTDA.;
FAST AND SAFE CLEANING CORPORATION FASCCORP-R&E CIA.LTDA.;
OPUSMUSIC CIA.LTDA.;
TOSCANO ADMINISTRACION DE CONDOMINIOS, URBANIZACIONES Y EDIFICIOS ADMTOSCANO  ;
CCCONSAM CONTROL DE CALIDAD Y CONSTRUCCIONES  ;
VEMANT  ;
R & G DISTRIBUCIONES Y SUMINISTROS R&GCOMPAÑIADISTRIBUCIONES  ;
INDUSTRIA DE INNOVACIÓN TECNOLÓGICA INNOVATIONBOX  ;
BF SOLUCIONES INDUSTRIALES BFSOLUIND C.L.;
DATTAX BUSINESS SOLUTIONS C.A.;
IMPORTADORA MONCAYO IMPMONSA  ;
GOECUADOR TRAVEL GOECUADORTRAVEL CIA.LTDA.;
ATENEAEDUC CIA.LTDA.;
;
SURMOTOR  ;
CASABONA & ASOCIADOS ASESORAMIENTO EMPRESARIAL ESTRATEGICO CASASOCSA  ;
ADVANCE ALQUILER DE VEHÍCULOS ADVANCEALQUILERDEVEHICULOS CIA.LTDA.;
SOLORTEL  ;
SOLUCIONES INTEGRALES SOLUINTEGRALESTM  ;
GAHEOS  ;
ÉKUITI CONSULTORÍA Y GESTIÓN DE NEGOCIOS CIA.LTDA.;
IMPORTADORA ROMAAL ELANTICUARIO CIA.LTDA.;
GANAGRISALT  ;
LEVIAROMA ECUADOR  ;
REPSA SERVICIOS LOGISTICOS REPSALOGISTICS CIA.LTDA.;
KRATOS IMPORTADORA CARGUERPARZA CIA.LTDA.;
LIVINGTON NETWORK  ;
D'PASITO CIA.LTDA.;
AUROCON  ;
RESPARVENT CIA.LTDA.;
IROSE CARGO C.L.;
ENTERPRISE INNOVATION TECHNOLOGY EITECHSA  ;
MOTELPK2  ;
ROY PAUL INDUSTRIAL GARMENTS ROYPAULWEAR  ;
MASTERVIAJES-BP CIA.LTDA.;
TRITON DMC ACCS  ;
PROYECTOS EFICIENTES Y CONSULTORIA PROEFICON C.L.;
INBOX  ;
LUAR LOGISTIC COMPANY  ;
;
COMERCIALIZADORA Y MAQUILADORA DE PRODUCTOS QUÍMICOS ''MATTKEM'' CIA.LTDA.;
UNIDAD MEDICA FAMILIAR BISELMED  ;
AMBAMOTORS  ;
QUICKBUSINESS  ;
SCOOTOURS CIA.LTDA.;
AGENCIA Y OPERADORA DE TURISMO TRAVEL XPERIENCE TRAVELX  ;
MOBILE HEALTH ECUADOR MOBILEHEALTH  ;
ALPE LAW  ;
OSCARGAVILANES DISTRIBUCIONES  ;
IMPORTADORA593 CIA.LTDA.;
;
WADITEL  ;
AUTOEQUIP  ;
RIEN COMPAÑIA ANÓNIMA;
GLOBAL SERVICIOS GLOBALSERS  ;
IGOEC CIA.LTDA.;
OLAMGROUP CIA.LTDA.;
RYME ECUADOR  ;
CARDENASOCIADOS CIA.LTDA.;
OTHALA  ;
SOLARTE DAVILA AGENCIA ASESORA PRODUCTORA DE SEGUROS SD-SEGUROS CIA.LTDA.;
PALOSANTO SOLUTIONS DINOMI  ;
;
ASECONFIT  ;
DRS. SL SALAZAR-LAZO CIA.LTDA.;
ALIMENTOS SAN RAPHAEL FOODDINA  ;
DISAS DISTRIBUIDORES ASOCIADOS CIA.LTDA.;
CORPESPINOZA CCORPESA TORNADOTICORP  ;
SEGIRN SEGURIDAD ESPECIALIZADA C.L.;
DEKORPAINT CIA.LTDA.;
ATENASCONSTRUCTORA CIA.LTDA.;
SIS&MED CIA.LTDA.;
FORESTAL DELTA DELTAFOREST  ;
GOLDENLAW ABOGADOS C.L.;
GROUPQUANTUM C.A.;
;
EC. HU. IMPORT EXPORT KORLÁTOLT FELELOSSÉGU TÁRSASÁG BIENES RAICES  ;
ADVISOR SYSTEM ADSYS CIA.LTDA.;
ZACOSA OIL  ;
J&H RUBBER J&HRUBBER  ;
LOTUS LIFE CIA.LTDA.;
SUMEDICOM  ;
FEED-EDEN  ;
SUARBAQ IMPORT  ;
PUNTO AZUL PASIONPORELMAR CIA.LTDA.;
COMERCIALIZADORA INTEGRAL ONLINE ALYCA  ;
NOVAGRIC  ;
ISILAND  ;
SECURITY PRIVATE BUHOCORP SEPRIBUH CIA.LTDA.;
ORVA INMOBILIARIA  ;
IMPORTEMOTION  ;
;
PLUSCAMARON  ;
LIMPIEZA Y MANTENIMIENTO HIGIA  ;
FUTURA-EC CIA.LTDA.;
XIAOKAY  ;
PRONALI  ;
WONDERCONSULT CIA.LTDA.;
GASTRONÓMICA NUUM  ;
INDUSTRIAS CASTRO MALDONADO INCASMAL  ;
MEDICAL FACTORY MFPBM CIA.LTDA.;
ALVAREZ Y QUILUMBA TELECOMUNICACIONES ALQUITEL  ;
SNAP MARKET & DELIVERY SM&D  ;
GICZAMED  ;
TEXTILES PAUKER RIOTEX CIA.LTDA.;
OFFIBOY  ;
FREIRE&MEDINA  ;
PRODUCTORA DE ALIMENTOS FONTANA PRODUFON CIA.LTDA.;
CONARQSUS CONSTRUCTORA CIA.LTDA.;
F.G. GRUPO CONSTRUCTORES INMOBILIARIOS   B.I.C.;
ONYX GYM ONYXGYMSA  ;
ESPINOSA ESPINOSA TRUJILLO AUDITORIAINTEGRAL CIA.LTDA.;
SERVICIOS Y MANTENIMIENTOS INDUSTRIALES JUCA JUCAGROUP  ;
MAC&M CONSTRUCCIONES  ;
INTELLEGITE CIA.LTDA.;
MEGAGRANOS VIRGEN DEL CISNE CIA.LTDA.;
ESTRADA Y ASOCIADOS WORLDENTERPRISES CIA.LTDA.;
NEORAD RADIOLOGIA A DOMICILIO  ;
INDUSTRIA AGRICOLA GANADERA KAERI  ;
PRODISCO CACAO ''EL QUINDE AZUL'' CHOCOLATES''ELQUINDEAZUL'' CIA.LTDA.;
INNOVATE DISEÑO&CONSTRUCCIÓN PVN CIA.LTDA. Sociedad de Beneficio e Interés Colectivo;
ARQUITECTURA DINNOVA ARQDINN CIA.LTDA.;
IMCOPI  ;
INVERSIONESSAVI CIA.LTDA.;
VIALTEK CORP  ;
CEMLABHIDALGO C.L.;
CONSTRUCTORA ESPINOSA&CORDOVA CONSTESCO CIA.LTDA. B.I.C.;
GLOBAL CERTIFICATION ECUADOR GCEC CIA.LTDA.;
CONSORCIO INMMOKRAFT CIA.LTDA.;
PRG AUDITORES C.LTDA.;
PROCEINPLAST CIA.LTDA.;
COMPAÑIA DE TRANSPORTE ESCOLAR E INSTITUCIONAL MIRANDATRANSJ&M  ;
RICARDO GUZMAN AUTO CENTER R-AUTOCENTER  ;
DICSA CONSTRUCTOR DICSACON  ;
COPROLIDER  ;
VIP CAMARON VCFOODS CIA.LTDA.;
ZONE RESCUE ZORE CIA.LTDA.;
THEGOLDENFRUITS CIA.LTDA.;
CONSTRUCTORA CONSULTORA COMERCIALIZADORA DV&DV CIA.LTDA.;
JCI CORPORACION IBEROAMERICANA  ;
INSTITUTO ECUATORIANO DE MALFORMACIONES DEL TORAX IEMAT CIA.LTDA.;
EUROVEGGIE CIA.LTDA.;
SERVICIOS ADUANEROS CORPORATIVOS SACPC  ;
ARMY DEFENSES PROTECTION ARMYDEFENSES CIA.LTDA. B.I.C.;
PROMOCIONES WETRAVELYOU  ;
CASA DEL AGRICULTOR IMPORTADORA Y COMERCIALIZADORA DE MAQUINARIAS Y REPUESTOS AGROFORESTALES GRUPOG&G  ;
SYNERGIA CONSULTING SYNERCONSULTING  ;
UVILOSAP CIA.LTDA.;
VHM BIOMEDICAL VHMBIOMEDICAL  ;
;
IMPORTADORA Y COMERCIALIZADORA OBREGON&JARAMILLO CIA.LTDA.;
LAMCORP SA LAMCORPSA SOCIEDAD ANÓNIMA;
LIATEXTIL CLOTHES AND MORE  S.;
ECOSISTEMA DE NEGOCIOS BILATERALES ICONNECT ECOICONNECT SOCIEDAD POR ACCIONES SIMPLIFICADA Sociedad de Beneficio e Interés Colectivo;
EL PAISA GARJUM CIA.LTDA.;
TEXNORT  S.;
PUBLICIDAD MARKETING & TECNOLOGIA PUMATEC  ;
CONSULTORIOS DE ESPECIALIDADES MEDICAS Y PIE DIABETICO MONTECRISTI ESPEMED CIA.LTDA.;
BUSINESS SOLUTIONS BUSSOL  S.;
CONSULTORIA ESPECIALIZADA E INTEGRAL DE SERVICIOS PROFESIONALES FREDKATANA  ;
RODSOLAR TECHNOLOGIES RODSOLARTECHNOLOGIES  S.;
COMUNICAR GROUP COMUNICARGROUP  S. B.I.C.;
;
LEWICA CIA.LTDA.;
PERSPECTIVA ECUADOR CONSULTING PERSPECTIVAECON  S.;
LATINTRADES  ;
NFE MACHALA LIMITED CIA.LTDA.;
LATINOAMERICANA DE IMPORTACIONES Y EXPORTACIONES LATIMPEX  ;
BIOFÁBRICA MONTUBIA BIOMONT  S.;
VANONI BIONUTRITIÓN  ;
JV STRATEGY JVSTRATEGY  ;
SERVICIOS E INSUMOS DE REHABILITACIÓN MEDICALPHYSIS CIA.LTDA.;
VLCICLO CIA.LTDA.;
ACFE-DENTAL  S.;
ARTIFEX  S.;
OLDGUARDACADEMY84  S.;
INNOVACION EN AGRICULTURA Y GANADERIA  S. INNOVAGRICULTURAGANADERIA S.  S.;
RESEARCH LINKED COMMUNICATIONS SECURITY RLCSEC  ;
;
MFT IOT SOLUTIONS  S.;
EUROAMBIENTE  S. B.I.C.;
SOLPROELECTRIC  ;
SACOASACO  ;
MASKAF  S.;
VISIONDATA SOLUTIONS CIA.LTDA.;
COMERCIALIZADORA PAISANITO CIA.LTDA.;
MEATPALS  S.;
CHICKENLIGHT  S.;
INVERSIONESRON  S.;
LAPAR  S.;
YAANZ IMPORT CIA.LTDA.;
;
ISOLATE TECH CIA.LTDA.;
AEDIFICATE - INGENIERÍA Y CAPACITACIONES CIA.LTDA.;
ARGOSDATA CERTIFICACION DE INFORMACION Y SERVICIOS RELACIONADOS  S.;
EMPRESA DE TELECOMUNICACIONES DE SALITRE ETELSA  S.;
INSUMOS ELECTRICOS, ELECTRONICOS, MEDICOS Y MECANICOS ELECTROMEDICECUADOR  S.;
COBROGESTION Y ABOGADOS R&B CIA.LTDA.;
GARDENGROUP CIA.LTDA.;
MAR&MAR SERVICIOS GENERALES MAR&MARCOM  S.;
ANDIVONNE  S.;
HUMMINGBIRD  S.;
C&BJ CONSTRUCTORA CIA.LTDA.;
GUSVIR CIA.LTDA.;
RUART ECUADOR  S.;
CORPORACION MEDICA MEDICVIP  S.;
CLINICA DE ESPECIALIDADES ST. THOMAS STTHOMAS  ;
DISTRIBUIDORA ALYSELL  S.;
SMARTEK  S.;
BANAMIX  ;
VNCMD Y ASOCIADOS  S.;
MAINSHIFT  S.;
LUBRIMOTOR  S. B.I.C.;
