,"Business Administration and Management, General",Engineering,"Computer and Information Sciences, General","Business/Commerce, General",Marketing,Psychology,"Administrative Assistant and Secretarial Science, General",International Business/Trade/Commerce,Computer and Information Sciences and Support Services,Economics,"Human Resources Management/Personnel Administration, General",Accounting,Auditing,"Finance, General","Communication, General",Mining and Mineral Engineering,"Geology/Earth Science, General",Environmental Studies,Electrical and Electronics Engineering,Electromechanical Engineering,Mining Technology/Technician,Mechanical Engineering,"Engineering Technology, General",Occupational Safety and Health Technology/Technician,"Foreign Languages and Literatures, General",Telecommunications Engineering,Industrial Safety Technology/Technician,Natural Sciences,Civil Engineering,Industrial Engineering,Project Management,Law,"Aerospace, Aeronautical and Astronautical Engineering","Aeronautics/Aviation/Aerospace Science and Technology, General",Research and Development Management,Accounting and Finance,Architecture,"Logistics, Materials, and Supply Chain Management",Structural Engineering,"Agriculture, General",Information Technology,Communication and Media Studies,Social Studies Teacher Education,Advertising,"Foods, Nutrition, and Wellness Studies, General",Chemical Engineering,Aquaculture,"Biology, General",Petroleum Engineering,Computer Science,Computational Science,Mathematics,Physical Sciences,Industrial Technology/Technician,Graphic Design,Electromechanical Technology/Electromechanical Engineering Technology,"Mechanics and Repairers, General",Industrial Mechanics and Maintenance Technology,"English Language and Literature, General",Petroleum Technology/Technician,Selling Skills and Sales Operations,Education,Chemistry,Agronomy and Crop Science,Computer Systems Networking and Telecommunications,Animal/Livestock Husbandry and Production,Food Science,Nutrition Sciences,Hydraulics and Fluid Power Technology/Technician,Pre-Engineering,Medicine,Organizational Leadership,"Mechatronics, Robotics, and Automation Engineering",Automobile/Automotive Mechanics Technology/Technician,"Computer Programming/Programmer, General",Computer Software Technology/Technician,Hotel/Motel Administration/Management,"Organizational Communication, General",Public Relations/Image Management,Physics,Intermedia/Multimedia,Social Sciences,Pharmacy,Social Work,Accounting and Related Services,"Marketing/Marketing Management, General",International Business,"Electrical, Electronics and Communications Engineering",Hospitality Administration/Management,Tourism and Travel Services Management,Journalism,Manufacturing Engineering,"Electrical/Electronics Equipment Installation and Repair, General","Specialized Sales, Merchandising and Marketing Operations",Automation Engineer Technology/Technician,Industrial Production Technologies/Technicians,Network and System Administration/Administrator,Web/Multimedia Management and Webmaster,Automotive Science and Technology,"Public Relations, Advertising, and Applied Communication",Artificial Intelligence,Management Sciences and Quantitative Methods,Elementary Education and Teaching,Humanities/Humanistic Studies,"General Sales, Merchandising and Related Marketing Operations",Electromechanical Instrumentation and Maintenance Technologies/Technicians,Management Science,Electronics,Physical Chemistry,Visual and Performing Arts,Maritime Studies,"Management Information Systems, General",English Language and Literature/Letters,Spanish Language and Literature,International/Global Studies,Food Science and Technology,International Finance,Agribusiness/Agricultural Business Operations,Secondary Education and Teaching,Agricultural Engineering,Tax Law/Taxation,Neurobiology and Behavior,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Fashion/Apparel Design,Farm/Farm and Ranch Management,Computer Systems Analysis/Analyst,"Health Services/Allied Health/Health Sciences, General",Industrial Electronics Technology/Technician,"Biology/Biological Sciences, General",Interior Design,Ceramic Arts and Ceramics,Biological and Biomedical Sciences,Data Processing and Data Processing Technology/Technician,"Business Administration, Management and Operations","Electrical, Electronic and Communications Engineering Technology/Technician",Geography and Cartography,Real Estate,Entrepreneurship/Entrepreneurial Studies,Welding Technology/Welder,Informatics,"Human Development and Family Studies, General",Political Science and Government,Geological/Geophysical Engineering,Energy Management and Systems Technology/Technician,Environmental Engineering Technology/Environmental Technology,Criminal Justice/Safety Studies,Geological and Earth Sciences/Geosciences,Construction Management,"System, Networking, and LAN/WAN Management/Manager",Ancient Studies/Civilization,International Relations and Affairs,Teaching English as a Second or Foreign Language/ESL Language Instructor,Construction,Accounting and Business/Management,Banking and Financial Support Services,Interior Architecture,Computer Software Engineering,Computer Hardware Technology/Technician,Statistics,Environmental/Environmental Health Engineering,Biotechnology,Systems Engineering,Mechanical Drafting and Mechanical Drafting CAD/CADD,Construction Engineering,Business/Corporate Communications,Fire Prevention and Safety Technology/Technician,Athletic Training/Trainer,Forestry,Russian Studies,"Modeling, Virtual Environments and Simulation",Curriculum and Instruction,"Linguistic, Comparative, and Related Language Studies and Services",CAD/CADD Drafting and/or Design Technology/Technician,Technology Teacher Education/Industrial Arts Teacher Education,Medicinal and Pharmaceutical Chemistry,Computer Systems Analysis,Quality Control Technology/Technician,Mechanical Engineering/Mechanical Technology/Technician,Food Preparation/Professional Cooking/Kitchen Assistant,Mechanical Engineering Related Technologies/Technicians,Electrician,Robotics Technology/Technician,Culinary Arts and Related Services,Biochemistry,Computer Support Specialist,Registered Nursing/Registered Nurse,Biomedical/Medical Engineering,Poultry Science,Radio and Television,Natural Resources Law Enforcement and Protective Services,Latin American Studies,"Communication, Journalism, and Related Programs",Foreign Language Teacher Education,Analytical Chemistry,Marine Transportation,"Cosmetology/Cosmetologist, General",Naval Architecture and Marine Engineering,Automotive Engineering Technology/Technician,Civil Engineering Technology/Technician,Taxation,French Studies,Telecommunications Technology/Technician,"Fine/Studio Arts, General","Purchasing, Procurement/Acquisitions and Contracts Management",Early Childhood Education and Teaching,Animal Sciences,Veterinary Medicine,Quality Control and Safety Technologies/Technicians,"City/Urban, Community and Regional Planning",Information Science/Studies,Natural Resource Recreation and Tourism,Marketing Research,Data Processing,Medical Imaging,Area Studies,"Legal Studies, General",Public Administration,Pharmaceutical Sciences,General Studies,Clinical/Medical Laboratory Assistant,Occupational Health and Industrial Hygiene,"Health and Wellness, General",Physical Fitness Technician,Sports Studies,Management Control,Epidemiology,Public Policy Analysis,Theology/Theological Studies,Regular/General High School/Secondary Diploma Program,Computer Engineering,Clinical Psychology,Pedagogy,Agroecology and Sustainable Agriculture,"Microbiology, General",Machine Tool Technology/Machinist,Finance and Financial Management Services,Engineering/Industrial Management,E-Commerce/Electronic Commerce,"Computer Programming, Specific Applications","Banking, Corporate, Finance, and Securities Law",Architectural and Building Sciences/Technology,Computer Graphics,History,Pharmacology,Higher Education/Higher Education Administration,"Traffic, Customs, and Transportation Clerk/Technician",Fashion,"Graphic and Printing Equipment Operator, General Production",Mass Communication/Media Studies,"Design and Visual Communications, General","Arts, Entertainment, and Media Management",Insurance,Italian Studies,Design and Applied Arts,"Art/Art Studies, General",Machining,Photography,Management Information Systems and Services,Portuguese Language and Literature,Philosophy,Industrial and Product Design,Dentistry,Kinesiology and Exercise Science,Architecture and Related Services,"Physiology, General",Ecology,Building Construction Technology,Metallurgical Engineering,Materials Science and Engineering,Consumer Economics,Public Speaking,Genetics,Hematology Technology/Technician,Agricultural Economics,Film/Cinema/Video Studies,"International Business, Trade, and Tax Law",Intellectual Property Law,Corporate Law,Medical Insurance Coding Specialist/Coder,Women's Studies,"Business, Management, Marketing, and Related Support Services",Bioengineering and Biomedical Engineering,Packaging Science,Welding Engineering Technology/Technician,Transportation and Materials Moving,Operations Management and Supervision,Telecommunications Management,Business/Managerial Economics,Ergonomics,"Biomedical Sciences, General",African-American/Black Studies,Geographic Information Science and Cartography,Mortuary Science and Embalming/Embalmer,Linguistics,Mathematics and Statistics,Digital Communication and Media/Multimedia
AUTOMOTORES Y ANEXOS   (A.Y.A. ),57,18,9,24,27,,8,8,,13,,10,14,14,,,,,,,,17,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPELERA NACIONAL SA,19,12,7,5,,4,5,,4,,5,,,,,,,,5,,,8,4,,,,,,,16,,,,,,,,4,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNILEVER ANDINA ECUADOR,"8,243",,,"3,028","7,200",,,,,"3,464","1,468","2,122",,"2,501",,,,,,,,"1,828",,,,,,,,"1,606",,,,,,,,"2,036",,,,,,,,"1,872",,,,,,"1,337","1,213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,473","1,455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSENSOCORP,10,3,2,3,2,,,2,,,,3,,5,1,,,,,,,,,,,,,,,,,2,,,,,,3,,,2,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUGLOB S. A.,90,18,9,21,30,12,12,20,9,,13,13,,17,,,,,,,,14,,,,,,,,16,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINENTAL TIRE ANDINA S. A.,"3,515","1,164",,,868,,,,,"1,224",590,,,,,,,,"4,529",,,"3,539",,,,,,,,"1,273",,,,,,,,,,,"1,198",,,,,,,,,"2,094","1,645",884,,,,,,,,,,,,,,,,,,,,,"2,008",,,,,,,,,,,,,,,"2,695",,,,,,,,,,,,,,,,,,,,"1,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB INBEV HOLDING ECUADOR AB-INBEV  S.,141,45,,52,84,,25,22,12,32,14,14,,19,,,,,16,,,,,,,,,13,,31,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAL MOLINERA CA,2,,1,1,,,2,,,,,1,,,,,,1,1,,,,1,1,,,,,,2,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARMAENLACE CIA. LTDA,34,12,7,10,22,,6,,,7,,,,4,6,,,,,,,,,,,,,,,11,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIMAX COMERCIAL DEL ECUADOR SOCIEDAD ANONIMA,199,36,23,44,54,,54,25,,25,21,28,,28,,,,,,,,,,,,,,,,74,,19,,,,21,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INARPI,15,,,4,2,,4,11,2,6,3,2,,3,,,,,,,,,,,,,,2,,2,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMESA S. A.,25,12,7,8,19,,7,7,,,,7,4,,,,,,,,,,,,,,,4,,9,,4,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSAL SWEET INDUSTRIES,21,4,3,,6,3,4,,,5,,4,,3,,,,,3,,,,,,,,,3,,3,,,,,,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YILPORT TERMINAL OPERATIONS (YILPORTECU),49,5,,10,5,,,18,,21,,,,,,,,,10,,,,,,,,,,,4,,,,,,5,,19,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,13,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTAL INDUSTRIA ALIMENTICIA ''O.I.A.'',18,7,4,4,11,,5,,,5,5,3,,,,,,,2,,,,,3,,,,3,,,,,,,,,,,,,,,,2,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA INTERNATIONAL WATER & ELECTRIC CORP. -CWE-,14,6,4,,,,5,,4,,,7,,,,,,3,15,,,6,,,,,,,14,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROFISH,12,3,,2,4,,,3,,,3,5,4,3,,,,,,,,,,,,,2,,,8,3,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOBOA TRADING CO TCN,4,,,3,2,,,2,,3,,,,,,,,,,,,1,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS FAMILIA SANCELA DEL ECUADOR S.A,299,66,,59,220,,53,24,,29,,,,44,,,,,22,,,29,29,,,,,,,87,30,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROMARISCO SA,14,8,,,,,5,6,4,6,5,,,,,,,,,,,5,,,,,,7,,6,,,,,,,,,,5,,,,,4,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRUPASA GRUPO PAPELERO CIA.LTDA.,21,13,5,11,10,,6,6,6,9,,11,6,,,,,,6,,,,5,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORPORACION SUPERIOR CORSUPERIOR,28,17,11,13,17,,6,,5,6,4,9,6,5,,,,,,,,,,,,,,,,5,,4,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODERNA ALIMENTOS,50,20,10,15,34,,,7,5,,,8,9,11,,,,,6,,,,,,,,,,,25,,,,,,,,,,,,,,6,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATAM-AIRLINES ECUADOR,"1,871",400,,583,405,,246,228,,,457,,,,,,,,,,,,,,,,,,,238,,232,,"1,064",,,,370,,,,,,,,,,,,,,,,,,,354,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VITAPRO ECUADOR CIA. LTDA.,92,28,,29,20,,19,14,,11,12,,,18,,,,,,,,,,,,,,,,51,11,,,,,,,29,,,,,,,15,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMERCIAL ETATEX C.A.,46,12,5,22,35,8,12,12,7,6,15,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FERTISA AGIF C.L.,9,9,,2,5,,,5,,,,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,,1,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUBIERTAS DEL ECUADOR KU-BIEC,11,4,3,4,4,,,,,,,,,,,,,,4,,,11,2,3,,,2,,,8,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALICA DEL ECUADOR,13,12,6,5,,,3,3,5,,,4,3,,,,,,,,,,2,,,,,,,6,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICESA,34,17,5,11,20,6,,6,10,6,,8,7,6,5,,,,,,,,,,,,,7,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATURISA S. A.,10,5,4,5,,2,3,,4,3,,5,,,2,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
